,F12 I/O LIST,,
,,,
,F12\OUTPUT.DOC,,
I/O,DESCRIPTION,SYMBOL,PAGE #
WORD,,,(DRAW')
"OB2,C",COOLING FAN Z4                                   F22,M1210-25,108
"OB2,D",COOLING FAN Z5                                   F22,M1210-26,108
"OB2,E",COOLING FAN Z6                                   F22,M1210-27,108
"OB2,F",COOLING FAN Z7                                   F22,M1210-28,108
,,,
"OB3,0",SAT. 2 HEATING FILTER                            F23,H1232-32,111
"OB3,1",HYDRAULIC PUMP SAT. 1 SCREEN CHANGER             F23,M1232-03,111
"OB3,2",HYDRAULIC PUMP SAT. 2 SCREEN CHANGER             F23,M1232-04,111
"OB3,3",FREE,,
"OB3,4",(FREE),,111
"OB3,5",(FREE),,111
"OB3,6",#1 HOPPER VACUUM VALVE                        Maguire,,
,,,
"OB3,7",#1 HOPPER DUMP VALVE                           Maguire,,
,“1” ? OPEN,,
"OB3,8",#2 HOPPER VACUUM VALVE                         Maguire,,
,,,
,,,
,,,
"OB3,9",Dump Request to main maguire >70% & <60%,,
"OB3,A",Free,,
"OB3,B",Free,,
"OB3,C",#4 HOPPER VACUUM VALVE                       Maguire,,
"OB3,D",#4 HOPPER DUMP VALVE                         Maguire,,
"OB3,E",Free,,
"OB3,F",Free,,
,,,
"OB4,0",FILTER ZONE 1                                    F21,H1231-02,115
"OB4,1",FILTER ZONE 2                                    F21,H1231-03,115
"OB4,2",FILTER ZONE 3                                    F21,H1231-04,115
"OB4,3",ADAPTER                                          F21,H1231-05,115
"OB4,4",(FREE),,115
"OB4,5",(FREE),,
"OB4,6",FREE,,115
"OB4,7",(FREE),,115
"OB4,8",SAT. EXT. 1 Z1                                   F22,H1210-01,116
"OB4,9",SAT. EXT. 1 Z2                                   F22,H1210-02,116
"OB4,A",SAT. EXT. 1 Z3                                   F22,H1210-03,116
"OB4,B",SAT. EXT. 1 Z4                                   F22,H1210-04,116
"OB4,C",SAT. EXT. 1 Z5                                   F22,H1210-05,116
"OB4,D",SAT. EXT. 1 Z6                                   F22,H1210-06,116
"OB4,E",SAT. EXT. 1 Z7                                   F22,H1210-07,116
"OB4,F",ADAPTER SAT. EXT. 1                              F22,H1210-29,116
,,,
"OB5,0",DIE HEATER Z4                                    F23,H1260-04,119
"OB5,1",DIE HEATER Z5                                    F23,H1260-05,119
"OB5,2",DIE HEATER Z6                                    F23,H1260-06,119
"OB5,3",DIE HEATER Z7                                    F23,H1260-07,119
"OB5,4",STATIC MIXER CONNECTIONS                         F23,H1251-01,119
"OB5,5",STATIC MIXER CONNECTIONS                         F23,H1251-02,119
"OB5,6",SAT. 1 HEATING FILTER                            F23,H1232-01,119
"OB5,7",SAT. 2 HEATING FILTER                            F23,H1232-02,119
"OB5,8",(FREE),,120
"OB5,9",(FREE),,120
"OB5,A",(FREE),,120
"OB5,B",(FREE),,120
"OB5,C",(FREE),,120
"OB5,D",(FREE),,120
"OB5,E",(FREE),,120
"OB5,F",(FREE),,120
,,,
"OB6,0",(FREE),,123
"OB6,1",(FREE),,123
"OB6,2",(FREE),,123
"OB6,3",(FREE),,123
"OB6,4",(FREE),,123
"OB6,5",(FREE),,123
"OB6,6",(FREE),,123
"OB6,7",(FREE),,123
"OB6,8",(FREE),,124
"OB6,9",(FREE),,124
"OB6,A",(FREE),,124
"OB6,B",(FREE),,124
"OB6,C",(FREE),,124
"OB6,D",(FREE),,124
"OB6,E",(FREE),,124
"OB6,F",(FREE),,124
,,,
"OB7,0",FEEDING VALVE,SV1114-01,127
"OB7,1",ADDITIVE VACUUM PUMP FILTER RIGHT BAG ? OPEN,SV10,127
"OB7,2",2ND MELT LINE 1 PART,SV1240-03,127
"OB7,3",2ND MELT LINE 2 PART,SV1240-04,127
"OB7,4",MELT LINE SAT. EXT. 1,SV1245-01,127
"OB7,5",MELT LINE SAT. EXT. 2,SV1245-02,127
"OB7,6",EXT. 1 FEEDING ZONE COOLING,SV1200-00,127
"OB7,7",EXT. 1 Z1 COOLING,SV1200-01,127
"OB7,8",EXT. 1 Z2 COOLING,SV1200-02,128
"OB7,9",EXT. 1 Z3 COOLING,SV1200-03,128
"OB7,A",EXT. 1 Z4 COOLING,SV1200-04,128
"OB7,B",ADDITIVE VACUUM PUMP FILTER LEFT BAG ? OPEN,SV11,128
"OB7,C",COOLING EXT. 2 Z1,SV1200-06,128
"OB7,D",COOLING EXT. 2 Z2,SV1200-07,128
"OB7,E",COOLING EXT. 2 Z3,SV1200-08,128
"OB7,F",COOLING EXT. 2 Z4,SV1200-09,128
